year,city,country,avg_temp
1837,Kunming,China,14.21
1838,Kunming,China,16.29
1839,Kunming,China,
1840,Kunming,China,13.99
1841,Kunming,China,14.21
1842,Kunming,China,14.09
1843,Kunming,China,14.20
1844,Kunming,China,13.74
1845,Kunming,China,13.69
1846,Kunming,China,14.22
1847,Kunming,China,13.83
1848,Kunming,China,13.68
1849,Kunming,China,13.85
1850,Kunming,China,14.69
1851,Kunming,China,14.47
1852,Kunming,China,14.05
1853,Kunming,China,14.44
1854,Kunming,China,14.36
1855,Kunming,China,14.11
1856,Kunming,China,13.73
1857,Kunming,China,14.74
1858,Kunming,China,14.09
1859,Kunming,China,14.26
1860,Kunming,China,14.01
1861,Kunming,China,13.91
1862,Kunming,China,8.42
1863,Kunming,China,13.92
1864,Kunming,China,13.76
1865,Kunming,China,14.32
1866,Kunming,China,14.26
1867,Kunming,China,14.38
1868,Kunming,China,14.32
1869,Kunming,China,14.13
1870,Kunming,China,14.26
1871,Kunming,China,14.32
1872,Kunming,China,14.44
1873,Kunming,China,14.37
1874,Kunming,China,14.26
1875,Kunming,China,14.06
1876,Kunming,China,13.97
1877,Kunming,China,14.16
1878,Kunming,China,14.65
1879,Kunming,China,14.62
1880,Kunming,China,14.04
1881,Kunming,China,14.28
1882,Kunming,China,14.25
1883,Kunming,China,13.85
1884,Kunming,China,13.65
1885,Kunming,China,13.87
1886,Kunming,China,14.05
1887,Kunming,China,14.09
1888,Kunming,China,14.30
1889,Kunming,China,14.53
1890,Kunming,China,14.41
1891,Kunming,China,14.48
1892,Kunming,China,14.11
1893,Kunming,China,13.78
1894,Kunming,China,14.26
1895,Kunming,China,14.30
1896,Kunming,China,14.32
1897,Kunming,China,14.57
1898,Kunming,China,14.56
1899,Kunming,China,14.01
1900,Kunming,China,14.40
1901,Kunming,China,14.35
1902,Kunming,China,14.95
1903,Kunming,China,14.23
1904,Kunming,China,14.30
1905,Kunming,China,13.97
1906,Kunming,China,14.36
1907,Kunming,China,14.27
1908,Kunming,China,14.11
1909,Kunming,China,14.45
1910,Kunming,China,14.26
1911,Kunming,China,14.28
1912,Kunming,China,14.22
1913,Kunming,China,14.07
1914,Kunming,China,14.75
1915,Kunming,China,14.78
1916,Kunming,China,14.23
1917,Kunming,China,13.96
1918,Kunming,China,14.02
1919,Kunming,China,14.76
1920,Kunming,China,14.59
1921,Kunming,China,14.65
1922,Kunming,China,14.77
1923,Kunming,China,14.74
1924,Kunming,China,14.77
1925,Kunming,China,13.99
1926,Kunming,China,14.65
1927,Kunming,China,14.43
1928,Kunming,China,14.50
1929,Kunming,China,14.38
1930,Kunming,China,14.35
1931,Kunming,China,15.06
1932,Kunming,China,14.30
1933,Kunming,China,14.83
1934,Kunming,China,14.15
1935,Kunming,China,14.88
1936,Kunming,China,14.31
1937,Kunming,China,15.33
1938,Kunming,China,14.90
1939,Kunming,China,14.71
1940,Kunming,China,14.76
1941,Kunming,China,15.09
1942,Kunming,China,15.12
1943,Kunming,China,14.82
1944,Kunming,China,14.81
1945,Kunming,China,14.54
1946,Kunming,China,16.15
1947,Kunming,China,15.29
1948,Kunming,China,14.90
1949,Kunming,China,14.95
1950,Kunming,China,14.70
1951,Kunming,China,14.92
1952,Kunming,China,15.34
1953,Kunming,China,15.34
1954,Kunming,China,14.96
1955,Kunming,China,14.48
1956,Kunming,China,14.56
1957,Kunming,China,14.71
1958,Kunming,China,14.96
1959,Kunming,China,14.62
1960,Kunming,China,15.15
1961,Kunming,China,14.82
1962,Kunming,China,14.45
1963,Kunming,China,14.72
1964,Kunming,China,14.83
1965,Kunming,China,14.58
1966,Kunming,China,15.06
1967,Kunming,China,14.34
1968,Kunming,China,14.51
1969,Kunming,China,15.07
1970,Kunming,China,14.56
1971,Kunming,China,14.00
1972,Kunming,China,14.65
1973,Kunming,China,15.03
1974,Kunming,China,14.39
1975,Kunming,China,14.81
1976,Kunming,China,14.26
1977,Kunming,China,14.37
1978,Kunming,China,14.45
1979,Kunming,China,14.91
1980,Kunming,China,15.12
1981,Kunming,China,15.12
1982,Kunming,China,14.73
1983,Kunming,China,14.46
1984,Kunming,China,14.80
1985,Kunming,China,14.42
1986,Kunming,China,14.65
1987,Kunming,China,15.29
1988,Kunming,China,15.24
1989,Kunming,China,14.88
1990,Kunming,China,14.94
1991,Kunming,China,14.93
1992,Kunming,China,14.21
1993,Kunming,China,14.48
1994,Kunming,China,14.93
1995,Kunming,China,14.62
1996,Kunming,China,14.57
1997,Kunming,China,14.46
1998,Kunming,China,15.47
1999,Kunming,China,15.18
2000,Kunming,China,14.53
2001,Kunming,China,14.93
2002,Kunming,China,15.02
2003,Kunming,China,15.36
2004,Kunming,China,14.60
2005,Kunming,China,15.36
2006,Kunming,China,15.32
2007,Kunming,China,14.68
2008,Kunming,China,14.52
2009,Kunming,China,15.55
2010,Kunming,China,15.75
2011,Kunming,China,14.59
2012,Kunming,China,15.47
2013,Kunming,China,16.53
1820,Lanzhou,China,3.66
1821,Lanzhou,China,5.50
1822,Lanzhou,China,5.53
1823,Lanzhou,China,4.95
1824,Lanzhou,China,5.92
1825,Lanzhou,China,5.70
1826,Lanzhou,China,5.62
1827,Lanzhou,China,6.16
1828,Lanzhou,China,5.40
1829,Lanzhou,China,-1.89
1830,Lanzhou,China,
1831,Lanzhou,China,
1832,Lanzhou,China,
1833,Lanzhou,China,5.14
1834,Lanzhou,China,5.42
1835,Lanzhou,China,4.70
1836,Lanzhou,China,4.59
1837,Lanzhou,China,6.97
1838,Lanzhou,China,10.59
1839,Lanzhou,China,4.81
1840,Lanzhou,China,5.11
1841,Lanzhou,China,4.58
1842,Lanzhou,China,5.52
1843,Lanzhou,China,5.56
1844,Lanzhou,China,5.39
1845,Lanzhou,China,5.24
1846,Lanzhou,China,5.81
1847,Lanzhou,China,5.52
1848,Lanzhou,China,5.09
1849,Lanzhou,China,5.23
1850,Lanzhou,China,5.11
1851,Lanzhou,China,5.01
1852,Lanzhou,China,5.06
1853,Lanzhou,China,5.24
1854,Lanzhou,China,5.59
1855,Lanzhou,China,5.58
1856,Lanzhou,China,5.26
1857,Lanzhou,China,5.14
1858,Lanzhou,China,5.57
1859,Lanzhou,China,5.80
1860,Lanzhou,China,4.78
1861,Lanzhou,China,5.04
1862,Lanzhou,China,4.47
1863,Lanzhou,China,5.63
1864,Lanzhou,China,4.84
1865,Lanzhou,China,5.47
1866,Lanzhou,China,5.71
1867,Lanzhou,China,4.90
1868,Lanzhou,China,5.64
1869,Lanzhou,China,5.76
1870,Lanzhou,China,5.23
1871,Lanzhou,China,5.61
1872,Lanzhou,China,5.55
1873,Lanzhou,China,6.05
1874,Lanzhou,China,5.83
1875,Lanzhou,China,5.66
1876,Lanzhou,China,5.67
1877,Lanzhou,China,5.24
1878,Lanzhou,China,5.59
1879,Lanzhou,China,5.82
1880,Lanzhou,China,5.41
1881,Lanzhou,China,5.59
1882,Lanzhou,China,5.68
1883,Lanzhou,China,5.23
1884,Lanzhou,China,5.05
1885,Lanzhou,China,5.10
1886,Lanzhou,China,5.34
1887,Lanzhou,China,5.32
1888,Lanzhou,China,5.31
1889,Lanzhou,China,5.52
1890,Lanzhou,China,5.62
1891,Lanzhou,China,5.71
1892,Lanzhou,China,5.39
1893,Lanzhou,China,5.61
1894,Lanzhou,China,5.81
1895,Lanzhou,China,5.19
1896,Lanzhou,China,5.58
1897,Lanzhou,China,5.26
1898,Lanzhou,China,5.65
1899,Lanzhou,China,5.52
1900,Lanzhou,China,5.42
1901,Lanzhou,China,5.73
1902,Lanzhou,China,5.91
1903,Lanzhou,China,5.19
1904,Lanzhou,China,5.45
1905,Lanzhou,China,4.51
1906,Lanzhou,China,5.22
1907,Lanzhou,China,5.60
1908,Lanzhou,China,5.33
1909,Lanzhou,China,5.63
1910,Lanzhou,China,5.24
1911,Lanzhou,China,5.39
1912,Lanzhou,China,5.02
1913,Lanzhou,China,5.29
1914,Lanzhou,China,5.94
1915,Lanzhou,China,5.57
1916,Lanzhou,China,5.50
1917,Lanzhou,China,5.39
1918,Lanzhou,China,5.23
1919,Lanzhou,China,5.97
1920,Lanzhou,China,6.03
1921,Lanzhou,China,5.60
1922,Lanzhou,China,5.98
1923,Lanzhou,China,5.89
1924,Lanzhou,China,6.15
1925,Lanzhou,China,5.62
1926,Lanzhou,China,6.03
1927,Lanzhou,China,6.09
1928,Lanzhou,China,6.39
1929,Lanzhou,China,5.83
1930,Lanzhou,China,5.66
1931,Lanzhou,China,5.69
1932,Lanzhou,China,6.51
1933,Lanzhou,China,6.41
1934,Lanzhou,China,5.80
1935,Lanzhou,China,5.85
1936,Lanzhou,China,5.17
1937,Lanzhou,China,5.72
1938,Lanzhou,China,6.31
1939,Lanzhou,China,6.52
1940,Lanzhou,China,6.08
1941,Lanzhou,China,6.77
1942,Lanzhou,China,6.54
1943,Lanzhou,China,6.09
1944,Lanzhou,China,5.56
1945,Lanzhou,China,6.29
1946,Lanzhou,China,6.81
1947,Lanzhou,China,6.53
1948,Lanzhou,China,6.51
1949,Lanzhou,China,6.12
1950,Lanzhou,China,5.86
1951,Lanzhou,China,5.82
1952,Lanzhou,China,5.98
1953,Lanzhou,China,6.64
1954,Lanzhou,China,5.60
1955,Lanzhou,China,5.84
1956,Lanzhou,China,5.36
1957,Lanzhou,China,5.65
1958,Lanzhou,China,6.25
1959,Lanzhou,China,5.95
1960,Lanzhou,China,6.21
1961,Lanzhou,China,5.95
1962,Lanzhou,China,5.70
1963,Lanzhou,China,6.18
1964,Lanzhou,China,5.94
1965,Lanzhou,China,6.13
1966,Lanzhou,China,6.19
1967,Lanzhou,China,5.10
1968,Lanzhou,China,5.70
1969,Lanzhou,China,6.05
1970,Lanzhou,China,5.46
1971,Lanzhou,China,6.16
1972,Lanzhou,China,6.05
1973,Lanzhou,China,6.44
1974,Lanzhou,China,5.91
1975,Lanzhou,China,6.03
1976,Lanzhou,China,5.31
1977,Lanzhou,China,5.73
1978,Lanzhou,China,6.21
1979,Lanzhou,China,6.13
1980,Lanzhou,China,6.14
1981,Lanzhou,China,6.14
1982,Lanzhou,China,6.15
1983,Lanzhou,China,5.60
1984,Lanzhou,China,5.47
1985,Lanzhou,China,5.86
1986,Lanzhou,China,5.90
1987,Lanzhou,China,6.83
1988,Lanzhou,China,6.19
1989,Lanzhou,China,6.18
1990,Lanzhou,China,6.61
1991,Lanzhou,China,6.36
1992,Lanzhou,China,5.71
1993,Lanzhou,China,5.83
1994,Lanzhou,China,6.57
1995,Lanzhou,China,5.96
1996,Lanzhou,China,5.89
1997,Lanzhou,China,6.55
1998,Lanzhou,China,7.39
1999,Lanzhou,China,7.05
2000,Lanzhou,China,6.57
2001,Lanzhou,China,6.80
2002,Lanzhou,China,6.99
2003,Lanzhou,China,6.79
2004,Lanzhou,China,6.67
2005,Lanzhou,China,6.62
2006,Lanzhou,China,7.32
2007,Lanzhou,China,6.89
2008,Lanzhou,China,6.38
2009,Lanzhou,China,7.11
2010,Lanzhou,China,7.00
2011,Lanzhou,China,6.51
2012,Lanzhou,China,6.28
2013,Lanzhou,China,9.37
1840,Luoyang,China,17.33
1841,Luoyang,China,16.59
1842,Luoyang,China,17.09
1843,Luoyang,China,17.17
1844,Luoyang,China,16.95
1845,Luoyang,China,16.92
1846,Luoyang,China,17.50
1847,Luoyang,China,17.23
1848,Luoyang,China,16.80
1849,Luoyang,China,17.03
1850,Luoyang,China,17.00
1851,Luoyang,China,16.98
1852,Luoyang,China,17.01
1853,Luoyang,China,17.44
1854,Luoyang,China,17.50
1855,Luoyang,China,17.18
1856,Luoyang,China,16.78
1857,Luoyang,China,17.11
1858,Luoyang,China,17.09
1859,Luoyang,China,17.33
1860,Luoyang,China,16.88
1861,Luoyang,China,16.86
1862,Luoyang,China,16.26
1863,Luoyang,China,17.00
1864,Luoyang,China,16.62
1865,Luoyang,China,17.42
1866,Luoyang,China,17.25
1867,Luoyang,China,17.61
1868,Luoyang,China,17.60
1869,Luoyang,China,17.65
1870,Luoyang,China,17.52
1871,Luoyang,China,17.51
1872,Luoyang,China,17.56
1873,Luoyang,China,17.38
1874,Luoyang,China,17.49
1875,Luoyang,China,17.38
1876,Luoyang,China,17.21
1877,Luoyang,China,17.21
1878,Luoyang,China,17.34
1879,Luoyang,China,17.53
1880,Luoyang,China,16.83
1881,Luoyang,China,17.22
1882,Luoyang,China,17.18
1883,Luoyang,China,16.84
1884,Luoyang,China,16.45
1885,Luoyang,China,16.59
1886,Luoyang,China,16.71
1887,Luoyang,China,17.00
1888,Luoyang,China,17.29
1889,Luoyang,China,17.13
1890,Luoyang,China,17.51
1891,Luoyang,China,17.46
1892,Luoyang,China,16.97
1893,Luoyang,China,16.77
1894,Luoyang,China,17.42
1895,Luoyang,China,16.98
1896,Luoyang,China,17.27
1897,Luoyang,China,17.22
1898,Luoyang,China,17.61
1899,Luoyang,China,17.41
1900,Luoyang,China,17.23
1901,Luoyang,China,17.26
1902,Luoyang,China,17.99
1903,Luoyang,China,17.19
1904,Luoyang,China,17.21
1905,Luoyang,China,16.86
1906,Luoyang,China,17.12
1907,Luoyang,China,17.35
1908,Luoyang,China,17.21
1909,Luoyang,China,17.43
1910,Luoyang,China,16.98
1911,Luoyang,China,17.04
1912,Luoyang,China,17.12
1913,Luoyang,China,17.18
1914,Luoyang,China,17.95
1915,Luoyang,China,17.57
1916,Luoyang,China,17.06
1917,Luoyang,China,16.86
1918,Luoyang,China,16.93
1919,Luoyang,China,17.63
1920,Luoyang,China,17.57
1921,Luoyang,China,17.39
1922,Luoyang,China,17.74
1923,Luoyang,China,17.67
1924,Luoyang,China,17.62
1925,Luoyang,China,17.39
1926,Luoyang,China,17.58
1927,Luoyang,China,17.63
1928,Luoyang,China,18.03
1929,Luoyang,China,17.68
1930,Luoyang,China,17.51
1931,Luoyang,China,17.48
1932,Luoyang,China,17.72
1933,Luoyang,China,17.63
1934,Luoyang,China,17.22
1935,Luoyang,China,17.76
1936,Luoyang,China,17.13
1937,Luoyang,China,17.68
1938,Luoyang,China,17.99
1939,Luoyang,China,17.89
1940,Luoyang,China,18.02
1941,Luoyang,China,18.28
1942,Luoyang,China,18.19
1943,Luoyang,China,17.96
1944,Luoyang,China,17.69
1945,Luoyang,China,17.80
1946,Luoyang,China,18.46
1947,Luoyang,China,17.64
1948,Luoyang,China,18.10
1949,Luoyang,China,18.09
1950,Luoyang,China,17.85
1951,Luoyang,China,17.66
1952,Luoyang,China,17.96
1953,Luoyang,China,18.10
1954,Luoyang,China,17.48
1955,Luoyang,China,17.71
1956,Luoyang,China,17.25
1957,Luoyang,China,17.44
1958,Luoyang,China,17.77
1959,Luoyang,China,18.16
1960,Luoyang,China,18.04
1961,Luoyang,China,18.30
1962,Luoyang,China,17.76
1963,Luoyang,China,17.86
1964,Luoyang,China,17.53
1965,Luoyang,China,18.05
1966,Luoyang,China,18.33
1967,Luoyang,China,17.56
1968,Luoyang,China,17.88
1969,Luoyang,China,17.30
1970,Luoyang,China,17.52
1971,Luoyang,China,17.58
1972,Luoyang,China,17.64
1973,Luoyang,China,18.09
1974,Luoyang,China,17.58
1975,Luoyang,China,17.90
1976,Luoyang,China,17.30
1977,Luoyang,China,18.15
1978,Luoyang,China,18.08
1979,Luoyang,China,17.96
1980,Luoyang,China,17.75
1981,Luoyang,China,17.91
1982,Luoyang,China,17.90
1983,Luoyang,China,17.78
1984,Luoyang,China,17.14
1985,Luoyang,China,17.44
1986,Luoyang,China,17.87
1987,Luoyang,China,18.28
1988,Luoyang,China,17.75
1989,Luoyang,China,17.83
1990,Luoyang,China,18.23
1991,Luoyang,China,17.92
1992,Luoyang,China,17.61
1993,Luoyang,China,17.53
1994,Luoyang,China,18.32
1995,Luoyang,China,17.91
1996,Luoyang,China,17.67
1997,Luoyang,China,18.19
1998,Luoyang,China,18.78
1999,Luoyang,China,18.63
2000,Luoyang,China,18.19
2001,Luoyang,China,18.33
2002,Luoyang,China,18.69
2003,Luoyang,China,18.09
2004,Luoyang,China,18.44
2005,Luoyang,China,18.12
2006,Luoyang,China,18.67
2007,Luoyang,China,18.69
2008,Luoyang,China,18.10
2009,Luoyang,China,18.43
2010,Luoyang,China,18.23
2011,Luoyang,China,17.93
2012,Luoyang,China,18.11
2013,Luoyang,China,19.58
1841,Nanchang,China,16.58
1842,Nanchang,China,16.96
1843,Nanchang,China,17.06
1844,Nanchang,China,16.78
1845,Nanchang,China,16.81
1846,Nanchang,China,17.38
1847,Nanchang,China,17.13
1848,Nanchang,China,16.58
1849,Nanchang,China,16.91
1850,Nanchang,China,17.08
1851,Nanchang,China,17.04
1852,Nanchang,China,17.09
1853,Nanchang,China,17.51
1854,Nanchang,China,17.47
1855,Nanchang,China,17.10
1856,Nanchang,China,16.73
1857,Nanchang,China,17.18
1858,Nanchang,China,16.94
1859,Nanchang,China,17.19
1860,Nanchang,China,16.85
1861,Nanchang,China,16.83
1862,Nanchang,China,16.10
1863,Nanchang,China,16.72
1864,Nanchang,China,16.49
1865,Nanchang,China,17.36
1866,Nanchang,China,17.13
1867,Nanchang,China,17.45
1868,Nanchang,China,17.50
1869,Nanchang,China,17.54
1870,Nanchang,China,17.56
1871,Nanchang,China,17.61
1872,Nanchang,China,17.59
1873,Nanchang,China,17.27
1874,Nanchang,China,17.30
1875,Nanchang,China,17.18
1876,Nanchang,China,17.01
1877,Nanchang,China,17.07
1878,Nanchang,China,17.17
1879,Nanchang,China,17.55
1880,Nanchang,China,16.73
1881,Nanchang,China,17.15
1882,Nanchang,China,17.01
1883,Nanchang,China,16.77
1884,Nanchang,China,16.38
1885,Nanchang,China,16.46
1886,Nanchang,China,16.52
1887,Nanchang,China,17.05
1888,Nanchang,China,17.36
1889,Nanchang,China,17.07
1890,Nanchang,China,17.49
1891,Nanchang,China,17.34
1892,Nanchang,China,16.98
1893,Nanchang,China,16.73
1894,Nanchang,China,17.35
1895,Nanchang,China,16.90
1896,Nanchang,China,17.22
1897,Nanchang,China,17.17
1898,Nanchang,China,17.51
1899,Nanchang,China,17.18
1900,Nanchang,China,17.16
1901,Nanchang,China,17.03
1902,Nanchang,China,17.86
1903,Nanchang,China,17.00
1904,Nanchang,China,17.09
1905,Nanchang,China,16.67
1906,Nanchang,China,17.06
1907,Nanchang,China,17.17
1908,Nanchang,China,17.27
1909,Nanchang,China,17.42
1910,Nanchang,China,16.83
1911,Nanchang,China,16.94
1912,Nanchang,China,17.06
1913,Nanchang,China,17.04
1914,Nanchang,China,17.92
1915,Nanchang,China,17.49
1916,Nanchang,China,16.92
1917,Nanchang,China,16.84
1918,Nanchang,China,16.98
1919,Nanchang,China,17.59
1920,Nanchang,China,17.29
1921,Nanchang,China,17.39
1922,Nanchang,China,17.74
1923,Nanchang,China,17.68
1924,Nanchang,China,17.48
1925,Nanchang,China,17.58
1926,Nanchang,China,17.68
1927,Nanchang,China,17.67
1928,Nanchang,China,17.99
1929,Nanchang,China,17.63
1930,Nanchang,China,17.34
1931,Nanchang,China,17.10
1932,Nanchang,China,17.50
1933,Nanchang,China,17.35
1934,Nanchang,China,17.38
1935,Nanchang,China,17.79
1936,Nanchang,China,17.22
1937,Nanchang,China,17.58
1938,Nanchang,China,18.11
1939,Nanchang,China,17.59
1940,Nanchang,China,17.85
1941,Nanchang,China,18.01
1942,Nanchang,China,17.94
1943,Nanchang,China,17.77
1944,Nanchang,China,17.58
1945,Nanchang,China,17.74
1946,Nanchang,China,18.47
1947,Nanchang,China,17.70
1948,Nanchang,China,17.91
1949,Nanchang,China,18.06
1950,Nanchang,China,17.81
1951,Nanchang,China,17.68
1952,Nanchang,China,17.62
1953,Nanchang,China,17.93
1954,Nanchang,China,17.32
1955,Nanchang,China,17.57
1956,Nanchang,China,17.24
1957,Nanchang,China,17.28
1958,Nanchang,China,17.63
1959,Nanchang,China,17.90
1960,Nanchang,China,17.85
1961,Nanchang,China,18.26
1962,Nanchang,China,17.78
1963,Nanchang,China,18.33
1964,Nanchang,China,17.89
1965,Nanchang,China,17.65
1966,Nanchang,China,18.01
1967,Nanchang,China,17.52
1968,Nanchang,China,17.88
1969,Nanchang,China,17.28
1970,Nanchang,China,17.21
1971,Nanchang,China,17.53
1972,Nanchang,China,17.34
1973,Nanchang,China,17.76
1974,Nanchang,China,17.57
1975,Nanchang,China,17.58
1976,Nanchang,China,17.23
1977,Nanchang,China,17.57
1978,Nanchang,China,18.16
1979,Nanchang,China,18.15
1980,Nanchang,China,17.36
1981,Nanchang,China,17.45
1982,Nanchang,China,17.59
1983,Nanchang,China,17.89
1984,Nanchang,China,16.96
1985,Nanchang,China,17.49
1986,Nanchang,China,17.72
1987,Nanchang,China,17.91
1988,Nanchang,China,17.57
1989,Nanchang,China,17.62
1990,Nanchang,China,18.21
1991,Nanchang,China,17.74
1992,Nanchang,China,17.75
1993,Nanchang,China,17.43
1994,Nanchang,China,18.08
1995,Nanchang,China,17.74
1996,Nanchang,China,17.60
1997,Nanchang,China,17.84
1998,Nanchang,China,18.82
1999,Nanchang,China,18.20
2000,Nanchang,China,17.89
2001,Nanchang,China,18.16
2002,Nanchang,China,18.43
2003,Nanchang,China,18.50
2004,Nanchang,China,18.54
2005,Nanchang,China,18.15
2006,Nanchang,China,18.48
2007,Nanchang,China,18.79
2008,Nanchang,China,18.26
2009,Nanchang,China,18.54
2010,Nanchang,China,18.22
2011,Nanchang,China,18.02
2012,Nanchang,China,17.75
2013,Nanchang,China,19.68
1841,Nanjing,China,14.50
1842,Nanjing,China,15.06
1843,Nanjing,China,15.16
1844,Nanjing,China,14.98
1845,Nanjing,China,15.04
1846,Nanjing,China,15.51
1847,Nanjing,China,15.40
1848,Nanjing,China,14.71
1849,Nanjing,China,15.07
1850,Nanjing,China,15.16
1851,Nanjing,China,14.88
1852,Nanjing,China,15.06
1853,Nanjing,China,15.42
1854,Nanjing,China,15.58
1855,Nanjing,China,15.41
1856,Nanjing,China,15.10
1857,Nanjing,China,15.47
1858,Nanjing,China,15.13
1859,Nanjing,China,15.32
1860,Nanjing,China,14.70
1861,Nanjing,China,14.90
1862,Nanjing,China,14.14
1863,Nanjing,China,14.88
1864,Nanjing,China,14.52
1865,Nanjing,China,15.35
1866,Nanjing,China,15.21
1867,Nanjing,China,15.60
1868,Nanjing,China,15.52
1869,Nanjing,China,15.74
1870,Nanjing,China,15.59
1871,Nanjing,China,15.88
1872,Nanjing,China,15.73
1873,Nanjing,China,15.41
1874,Nanjing,China,15.36
1875,Nanjing,China,15.18
1876,Nanjing,China,15.28
1877,Nanjing,China,15.07
1878,Nanjing,China,15.11
1879,Nanjing,China,15.72
1880,Nanjing,China,14.88
1881,Nanjing,China,15.27
1882,Nanjing,China,15.16
1883,Nanjing,China,15.00
1884,Nanjing,China,14.55
1885,Nanjing,China,14.56
1886,Nanjing,China,14.70
1887,Nanjing,China,15.22
1888,Nanjing,China,15.44
1889,Nanjing,China,15.00
1890,Nanjing,China,15.77
1891,Nanjing,China,15.40
1892,Nanjing,China,15.09
1893,Nanjing,China,14.77
1894,Nanjing,China,15.75
1895,Nanjing,China,14.89
1896,Nanjing,China,15.34
1897,Nanjing,China,15.23
1898,Nanjing,China,15.93
1899,Nanjing,China,15.53
1900,Nanjing,China,15.39
1901,Nanjing,China,14.98
1902,Nanjing,China,15.95
1903,Nanjing,China,15.21
1904,Nanjing,China,15.30
1905,Nanjing,China,14.98
1906,Nanjing,China,15.03
1907,Nanjing,China,15.26
1908,Nanjing,China,15.36
1909,Nanjing,China,15.48
1910,Nanjing,China,14.83
1911,Nanjing,China,15.02
1912,Nanjing,China,15.22
1913,Nanjing,China,15.05
1914,Nanjing,China,16.13
1915,Nanjing,China,15.63
1916,Nanjing,China,15.19
1917,Nanjing,China,14.85
1918,Nanjing,China,15.13
1919,Nanjing,China,15.60
1920,Nanjing,China,15.61
1921,Nanjing,China,15.19
1922,Nanjing,China,15.72
1923,Nanjing,China,15.58
1924,Nanjing,China,15.41
1925,Nanjing,China,15.43
1926,Nanjing,China,15.69
1927,Nanjing,China,15.93
1928,Nanjing,China,15.90
1929,Nanjing,China,15.55
1930,Nanjing,China,15.52
1931,Nanjing,China,15.19
1932,Nanjing,China,15.67
1933,Nanjing,China,15.43
1934,Nanjing,China,15.56
1935,Nanjing,China,16.04
1936,Nanjing,China,15.05
1937,Nanjing,China,15.70
1938,Nanjing,China,16.06
1939,Nanjing,China,15.79
1940,Nanjing,China,15.97
1941,Nanjing,China,16.12
1942,Nanjing,China,15.90
1943,Nanjing,China,15.70
1944,Nanjing,China,15.80
1945,Nanjing,China,15.71
1946,Nanjing,China,16.41
1947,Nanjing,China,15.71
1948,Nanjing,China,16.09
1949,Nanjing,China,16.16
1950,Nanjing,China,15.97
1951,Nanjing,China,15.86
1952,Nanjing,China,15.58
1953,Nanjing,China,16.67
1954,Nanjing,China,15.40
1955,Nanjing,China,15.68
1956,Nanjing,China,15.18
1957,Nanjing,China,15.18
1958,Nanjing,China,15.68
1959,Nanjing,China,16.10
1960,Nanjing,China,16.10
1961,Nanjing,China,16.69
1962,Nanjing,China,15.84
1963,Nanjing,China,15.86
1964,Nanjing,China,16.12
1965,Nanjing,China,15.73
1966,Nanjing,China,16.15
1967,Nanjing,China,15.74
1968,Nanjing,China,15.86
1969,Nanjing,China,15.21
1970,Nanjing,China,15.41
1971,Nanjing,China,15.77
1972,Nanjing,China,15.32
1973,Nanjing,China,15.94
1974,Nanjing,China,15.56
1975,Nanjing,China,16.02
1976,Nanjing,China,15.47
1977,Nanjing,China,15.71
1978,Nanjing,China,16.43
1979,Nanjing,China,16.20
1980,Nanjing,China,15.17
1981,Nanjing,China,15.53
1982,Nanjing,China,15.79
1983,Nanjing,China,15.87
1984,Nanjing,China,15.29
1985,Nanjing,China,15.58
1986,Nanjing,China,15.59
1987,Nanjing,China,15.83
1988,Nanjing,China,15.79
1989,Nanjing,China,15.83
1990,Nanjing,China,16.66
1991,Nanjing,China,15.71
1992,Nanjing,China,15.83
1993,Nanjing,China,15.58
1994,Nanjing,China,16.93
1995,Nanjing,China,16.07
1996,Nanjing,China,15.82
1997,Nanjing,China,16.41
1998,Nanjing,China,17.11
1999,Nanjing,China,16.33
2000,Nanjing,China,16.48
2001,Nanjing,China,16.47
2002,Nanjing,China,16.81
2003,Nanjing,China,16.32
2004,Nanjing,China,16.86
2005,Nanjing,China,16.41
2006,Nanjing,China,17.02
2007,Nanjing,China,17.24
2008,Nanjing,China,16.34
2009,Nanjing,China,16.63
2010,Nanjing,China,16.44
2011,Nanjing,China,16.22
2012,Nanjing,China,16.13
2013,Nanjing,China,17.88
1840,Nanning,China,20.76
1841,Nanning,China,20.97
1842,Nanning,China,20.93
1843,Nanning,China,21.03
1844,Nanning,China,20.59
1845,Nanning,China,20.52
1846,Nanning,China,21.10
1847,Nanning,China,20.70
1848,Nanning,China,20.50
1849,Nanning,China,20.73
1850,Nanning,China,20.92
1851,Nanning,China,21.07
1852,Nanning,China,20.95
1853,Nanning,China,21.35
1854,Nanning,China,21.25
1855,Nanning,China,20.87
1856,Nanning,China,20.46
1857,Nanning,China,20.74
1858,Nanning,China,20.87
1859,Nanning,China,21.06
1860,Nanning,China,20.91
1861,Nanning,China,20.74
1862,Nanning,China,20.23
1863,Nanning,China,20.67
1864,Nanning,China,20.54
1865,Nanning,China,21.23
1866,Nanning,China,21.03
1867,Nanning,China,21.22
1868,Nanning,China,21.35
1869,Nanning,China,21.06
1870,Nanning,China,21.22
1871,Nanning,China,21.14
1872,Nanning,China,21.31
1873,Nanning,China,21.13
1874,Nanning,China,21.18
1875,Nanning,China,20.97
1876,Nanning,China,20.75
1877,Nanning,China,21.14
1878,Nanning,China,21.42
1879,Nanning,China,21.38
1880,Nanning,China,20.75
1881,Nanning,China,21.07
1882,Nanning,China,20.95
1883,Nanning,China,20.56
